,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),skills,name
452,3,3,2,3,"BIG DATA ANALYTICS, C Programming, C++ Programming, Data Science, Data Structures, Deep Learning, HTML, Machine Learning, Python, SQLite, Artificial Intelligence, Data Analytics, Database Management System (DBMS), Java, JavaScript, MATLAB, MS-Excel, Natural Language Processing (NLP), Computer Networks, Internet of Things (IoT)",501
453,3,2,2,2,"C++ Programming, Computer Vision, Image Processing, MS-Office, MS-PowerPoint, Mathematics, Neural Networks, OpenCV, Python, Report Writing, Research and Analytics, SQL, Algorithms, American English, Artificial intelligence, Business Analysis, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Flask, Google Analytics, Java, JavaScript, MS-Excel, Machine Learning, MongoDB, MySQL, Natural Language Processing (NLP), NoSQL, Power BI, R Programming, REST API, Statistical Modeling, Tableau, Amazon Web Server (AWS), Amazon Web Services (AWS), Django, Hadoop, Node.js",502
454,1,0,0,0,"C Programming, English Proficiency (Written), Java, MySQL, C++ Programming, Creative Writing, Python",503
455,2,2,0,1,"Java, Machine Learning, Python, Artificial Intelligence, C Programming, C++ Programming, Data Analytics, Data Science, Database Management System (DBMS), Deep Learning, Neural Networks",504
456,2,1,0,1,"Data Science, Java, Python, Data Analytics, Deep Learning, Machine Learning, Neural Networks",505
457,2,1,0,0,"Python, Data Analytics, Data Science, MS-Excel, Machine Learning, SQL",506
458,2,0,0,0,"C Programming, C++ Programming, Data Science, Python, Tableau",507
459,3,2,0,0,"Python, Java, Machine Learning, SQL, R Programming",508
460,3,2,0,0,"Python, Algorithms, Data Structures, Machine Learning, Android",510
461,3,2,0,0,"Django, Python, Arduino, Data Analytics, Data Science, Machine Learning, MySQL, Power BI, Raspberry Pi, Tableau",511
462,1,0,0,0,"C Programming, C++ Programming, CSS, Cloud Computing, HTML, JavaScript, ReactJS, Android, Java, MySQL, Node.js, Python",512
463,2,2,2,0,"C++ Programming, CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Office, MS-Word, SQL, Blogging, C Programming, Data Science, Data Structures, JavaScript, MS-Excel, Machine Learning, Mathematics, Natural Language Processing (NLP), PHP, Python, R Programming, Search Engine Optimization (SEO), WordPress, Flask, Java, jQuery",513
464,2,2,0,2,"Data Analytics, Deep Learning, Machine Learning, MySQL, PostgreSQL, Python, Statistical Modeling",514
465,2,1,0,0,"C Programming, Python, Machine Learning",515
466,3,3,0,2,"Data Structures, Machine Learning, Python, Data Analytics, Deep Learning, SQL, MS-Excel",516
467,3,2,2,2,"Algorithms, C Programming, C++ Programming, Data Analytics, Data Science, MS-Excel, Mathematics, Python, SQL, CSS, Data Structures, Deep Learning, Machine Learning, Natural Language Processing (NLP), JavaScript",517
468,0,2,0,0,"Artificial Intelligence, Java, Machine Learning",518
469,2,2,1,2,"Data Science, Deep Learning, Machine Learning, Python, SQL, C Programming, Flutter, Java, Natural Language Processing (NLP)",520
470,0,0,0,0,"English Proficiency (Spoken), Sketching, German Proficiency (Spoken)",521
471,2,2,0,2,"C++ Programming, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, MySQL, Python",522
472,0,0,0,0,MS-Excel,523
473,3,3,2,3,"Computer Vision, Data Structures, Database Management System (DBMS), Deep Learning, Machine Learning, Mathematics, Python, SQL, C++ Programming, Natural Language Processing (NLP)",524
474,2,0,0,0,"C Programming, C++ Programming, English Proficiency (Spoken), English Proficiency (Written), HTML, MySQL, Python",525
475,2,2,0,0,"MS-Excel, MS-PowerPoint, SQL, C Programming, C++ Programming, CSS, English Proficiency (Spoken), Internet of Things (IoT), Java, Linux, Machine Learning, Python, HTML, JavaScript",526
476,2,1,0,1,"MS-Excel, Python, Data Analytics, Data Science, Deep Learning, Machine Learning, R Programming, SQL",527
477,0,0,0,0,"Business Analysis, Data Analytics, Data Science",528
478,2,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Word, MySQL, Algorithms, CSS, Content Writing, Deep Learning, Machine Learning, Python, Social Media Marketing, WordPress, Copywriting, JavaScript",529
479,1,2,0,0,"MS-Office, Machine Learning, Photography, Statistical Modeling, Adobe Photoshop, Data Analytics, HTML, MS-Excel, Python, Tableau",530
480,2,2,2,1,"Data Analytics, Data Science, Machine Learning, MySQL, Natural Language Processing (NLP), Python, SQL, Data Structures, Deep Learning",531
481,3,0,0,0,"Python, English Proficiency (Written), SQL, Creative Writing, Social Media Marketing",533
482,0,0,0,0,"Photography, Adobe Photoshop, Video Editing, Digital Advertising, Video Making",534
483,2,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Mathematics, PostgreSQL, Python, SPSS",536
484,2,1,0,0,"Linux, C Programming, HTML, Python, Verilog, Machine Learning",537
485,2,0,0,0,"English Proficiency (Written), C Programming, C#.NET, C++ Programming, Python, Social Media Marketing, Java",538
486,2,1,0,0,"Canva, Creative Writing, CSS, English Proficiency (Spoken), English Proficiency (Written), Figma, Financial literacy, HTML, Python, Research and Analytics, Stock Trading, Virtualization, C++ Programming, Data Analytics, Machine Learning, SQL, Search Engine Optimization (SEO), Tableau",539
487,1,1,0,0,"Bengali Proficiency (Spoken), Data Analytics, Database Management System (DBMS), English Proficiency (Spoken), English Proficiency (Written), Google Suite (G Suite), Guitar, Hindi Proficiency (Spoken), Linear Programming, MS-Excel, MS-Office, MS-Word, Mathematics, Power BI, SQL, Statistics, Tableau, Assamese Proficiency (Spoken), Assamese Proficiency (Written), Bengali Proficiency (Written), Hindi Proficiency (Written), Machine Learning, Python, R Programming",540
488,2,2,2,2,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, R Programming, Statistics, Tableau",542
489,2,0,0,0,"HTML, JavaScript, Python, CSS, ReactJS",543
490,2,0,0,0,"Algorithms, Arduino, C Programming, Circuit Design, Data Structures, Internet of Things (IoT), MATLAB, PCB Design, PCB Soldering, Python, SQL, EAGLE, VHDL",544
491,1,2,1,1,"Machine Learning, Data Analytics, Data Science, Deep Learning, MS-Excel, MySQL, Natural Language Processing (NLP), Python, SQL, Statistics, Tableau",545
492,0,1,0,0,"Figma, Data Analytics, MS-Excel, MS-Office, Power BI, SQL, Tableau, Verilog, MATLAB, Machine Learning",546
493,2,0,0,0,"English Proficiency (Spoken), MS-Office, Python, MySQL, Tableau",547
494,3,3,3,2,"Data Analytics, Data Science, Machine Learning, Natural Language Processing (NLP), Python, C++ Programming, Deep Learning, JavaScript, Neural Networks, SQL, CSS, HTML",548
495,2,0,0,0,"Java, Python, HTML",549
496,3,2,3,0,"CSS, Canva, Data Analytics, Data Science, Django, English Proficiency (Spoken), English Proficiency (Written), Figma, HTML, JavaScript, Natural Language Processing (NLP), Node.js, Python, ReactJS, Flask, Machine Learning, MySQL, REST API, Research and Analytics",550
497,2,2,2,2,"Deep Learning, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, Statistics, Tableau, Hadoop",551
498,1,0,0,0,"HTML, Computer Networking, JavaScript, Linux, Python",552
499,2,2,2,2,"MS-Excel, Data Analytics, Data Science, Data Structures, Deep Learning, Machine Learning, Natural Language Processing (NLP), Neural Networks, Power BI, Python, SQL, Tableau",553
500,2,1,0,1,"Data Structures, Python, Deep Learning, Flask, Machine Learning",554
501,2,0,0,0,"Java, Python, MS-Excel",555
502,0,2,2,0,"C++ Programming, Data Analytics, Data Science, Database Management System (DBMS), Machine Learning, Natural Language Processing (NLP)",556
503,2,0,0,0,"C++ Programming, C Programming, CSS, Data Structures, Database Management System (DBMS), HTML, JavaScript, Mathematics, Python",557
504,1,0,0,0,"Android, CSS, HTML, JavaScript, ReactJS, Django, Google Analytics, Java, LESS, Python, REST API",558
505,2,2,1,1,"Data Analytics, Data Science, Data Structures, Java, JavaScript, Machine Learning, Python, SQL, Tableau, Artificial intelligence, Deep Learning, Natural Language Processing (NLP)",559
506,3,2,2,2,"Python, Computer Vision, Data Analytics, Data Science, Deep Learning, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks",560
507,3,2,0,0,"MS-Excel, Python, Artificial Intelligence, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), MS-Word, Machine Learning, MySQL, SQL, Statistics, Tableau",561
508,3,3,2,2,"Data Science, MS-Excel, Machine Learning, Power BI, Python, Statistical Modeling, Computer Vision, Data Analytics, Deep Learning, Natural Language Processing (NLP), SQL",562
509,2,1,0,0,"HTML, Algorithms, C++ Programming, Data Structures, Figma, Python, Machine Learning",563
510,3,3,3,3,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Computer Vision, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Neural Networks, Power BI, SQL",564
511,2,2,0,0,"Business Analysis, Data Science, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Social Media Marketing, MS-Excel",565
512,2,2,2,0,"Artificial intelligence, C Programming, C++ Programming, Data Science, Java, Machine Learning, Natural Language Processing (NLP), Python",566
513,2,1,0,0,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, Teaching, CSS, HTML, Python, Data Analytics, Java, Machine Learning, SQL",567
514,3,0,2,0,"Python, Android, C++ Programming, Computer Networking, Computer Vision, Data Science, Natural Language Processing (NLP)",568
515,1,0,0,0,"English Proficiency (Written), MS-Excel, Power BI, Python",569
516,2,1,1,0,"CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Office, MS-PowerPoint, .NET, Python, Ethical Hacking, Machine Learning, Natural Language Processing (NLP), SQL",570
517,2,2,0,0,"HTML, MS-Excel, CSS, Data Analytics, Data Structures, Database Management System (DBMS), JavaScript, Machine Learning, Python, ReactJS, SQL, Data Science, R Programming",571
518,1,0,0,0,"HTML, C Programming, C++ Programming, CSS, Java, Android, Python",572
519,0,2,0,2,"C Programming, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Office, MS-PowerPoint, MS-Word, Deep Learning, Java, MS-Excel, Machine Learning, SQL",573
520,2,1,2,1,"Data Analytics, Data Science, Image Processing, Linux, Natural Language Processing (NLP), Neural Networks, OpenCV, Python, Computer Vision, Deep Learning, Machine Learning",574
521,1,0,0,0,"Java, SQL, Python",575
522,1,2,0,0,"Machine Learning, Data Structures, Java, Python",576
523,3,3,2,2,"Data Analytics, Data Science, MS-Excel, MS-Office, Machine Learning, Python, SQL, C Programming, Data Structures, Database Management System (DBMS), Deep Learning, GitHub, Natural Language Processing (NLP), Tableau",577
524,2,2,1,2,"Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Data Science, Natural Language Processing (NLP), Neural Networks",579
525,2,2,0,0,"English Proficiency (Written), Mathematics, Data Analytics, Data Science, English Proficiency (Spoken), MS-Excel, Machine Learning, Python, SQL, Tableau, Microsoft Azure",581
526,2,2,0,0,"Machine Learning, Python",582
527,0,0,0,0,"BIG DATA ANALYTICS, Interpersonal Skills, Software Testing",583
528,3,2,0,0,"BIG DATA ANALYTICS, Python, SQL, Java, Linux, Machine Learning",584
529,2,2,1,2,"C Programming, Flutter, Kotlin, XML, Artificial Intelligence, C++ Programming, Dart, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, Image Processing, Java, Machine Learning, Python, Computer Vision, Mathematics, Natural Language Processing (NLP)",585
530,2,3,2,2,"Machine Learning, SQL, Statistics, Computer Vision, Deep Learning, Natural Language Processing (NLP), Python, Statistical Modeling",587
531,1,1,0,1,"Data Analytics, MS-Excel, Data Science, Deep Learning, Machine Learning, Python",588
532,2,1,0,0,"C Programming, C++ Programming, Data Structures, MS-Office, Painting, Python, Flask, Machine Learning, Node.js",589
533,2,2,2,2,"Algorithms, Artificial Intelligence, Computer Vision, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Machine Learning, Natural Language Processing (NLP), Neural Networks, Power BI, Python, SQL, SQLite, Statistics, Amazon Web Server (AWS), Flask",590
534,3,0,0,0,"HTML, JavaScript, PHP, Python, CSS, Java, Manual Testing, Software Testing",591
535,3,2,1,2,"English Proficiency (Written), Python, BIG DATA ANALYTICS, C++ Programming, Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), HTML, Hindi Proficiency (Spoken), Java, MS-Word, Machine Learning, Marathi Proficiency(Spoken), MySQL, Neural Networks, Postman, SQL, Artificial Intelligence, C Programming, CSS, MS-Excel, MongoDB, Natural Language Processing (NLP), R Programming, Tableau",592
536,2,2,0,2,"C Programming, Data Analytics, Data Science, Deep Learning, English Proficiency (Spoken), Hindi Proficiency (Spoken), Machine Learning, Python, HTML",593
537,2,2,2,0,"C Programming, C++ Programming, Computer Vision, Data Science, Django, Google Workspace, Java, Machine Learning, MySQL, Natural Language Processing (NLP), Python, Search Engine Optimization (SEO), Blockchain, MongoDB, Node.js, ReactJS",594
538,0,0,0,0,"C++ Programming, Android, Firebase, Flutter, Java, Kotlin, MongoDB, Node.js",595
539,3,3,3,3,"Data Analytics, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, MySQL",596
540,2,1,0,0,"Python, Artificial intelligence, C Programming, Java, JavaScript, Machine Learning",597
541,1,1,0,1,"AngularJS, CSS, Deep Learning, Django, Java, JavaScript, Machine Learning, PHP, Python",598
542,0,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), Event Management, MS-Office, Photography, C Programming, HTML, Microsoft Azure",599
543,2,1,2,1,"Creative Writing, Digital Art, Social Media Marketing, Adobe After Effects, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Premiere Pro, Adobe XD, Data Analytics, Data Science, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Figma, MS-Excel, Natural Language Processing (NLP), Power BI, Python, SQL, Tableau, UI & UX Design, Wireframing, Animation, Autodesk Fusion 360, Autodesk Revit, Computer Vision, Deep Learning, Machine Learning, MongoDB, Search Engine Optimization (SEO)",600
544,3,2,1,2,"Data Science, Python, Selenium, Deep Learning, Machine Learning, MongoDB, MySQL, Natural Language Processing (NLP)",601
545,2,2,0,2,"Data Analytics, Data Science, Data Structures, Deep Learning, Machine Learning, Python, SQL, Tableau, Java",602
546,2,2,0,0,"CSS, HTML, C Programming, Data Analytics, Java, MS-Office, Machine Learning, MySQL, Neural Networks, Python",604
547,2,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Mathematics, C Programming, HTML, Python, MATLAB",605
548,2,0,0,0,"Adobe Photoshop, Java, Adobe Illustrator, CSS, HTML, MS-Excel, MS-Office, MS-PowerPoint, MySQL, Python, SQLite, C Programming",606
549,0,0,0,0,"Physics, Data Science",607
550,0,0,0,0,"Java, Arduino, C Programming, CSS, Embedded Systems, HTML, PCB Design, SQL",608
551,2,2,2,1,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Word, Mathematics, SQL, Artificial Intelligence, C Programming, C++ Programming, CSS, Data Analytics, Data Science, Data Structures, HTML, Java, Machine Learning, MySQL, Natural Language Processing (NLP), Neural Networks, Python, Computer Vision, Deep Learning, JSP, Servlets, Spring MVC",609
552,3,0,1,2,"Adobe Premiere Pro, Power BI, Python, R Programming, WordPress, CSS, Deep Learning, Java, JavaScript, MS-Excel, MS-Word, MySQL, Solidity, Hyperledger, Linux, Natural Language Processing (NLP), Xcode",610
553,2,0,0,0,"Java, CSS, HTML, Python, SQL",611
554,3,3,0,1,"Data Analytics, Machine Learning, Python, C Programming, C++ Programming, CSS, Canva, Data Science, HTML, Teaching, Unity 3D, Artificial Intelligence, C#, Computer Vision, Deep Learning, OpenCV, Report Writing",612
